N,Identifier,dist(asec),prob. member,link ref,Mag U,Mag B,Mag V,Mag R,"#ref 
1850 - 2019"
4018,[NVK2008] KW100,2593.7,100,2010MNRAS.402..803P,18.11,18.1,17.49,17.06,35
6707,[NVK2008] KW104,1897.59,100,2008ApJS..177..174N,22.165,,19.642,18.585,1
6708,[NVK2008] KW105,2281.94,100,2008ApJS..177..174N,20.429,,20.487,20.351,2
6709,[NVK2008] KW106,2353.78,100,2008ApJS..177..174N,21.434,,20.337,19.821,2
6710,[NVK2008] KW107,3020,100,2008ApJS..177..174N,21.107,,20.553,20.34,2
6711,[NVK2008] KW109,2851.96,100,2008ApJS..177..174N,18.972,,18.497,18.07,1
6712,[NVK2008] KW110,2195.6,100,2008ApJS..177..174N,20.956,,20.169,19.824,2
6713,[NVK2008] KW111,2134.14,100,2008ApJS..177..174N,19.588,,20.224,20.149,1
4030,[NVK2008] KW113,2772.44,100,2004PASJ...56.1025K,20.25,20.14,18.84,17.57,21
4031,[NVK2008] KW113,2772.44,100,2008ApJS..177..174N,20.25,20.14,18.84,17.57,21
4032,[NVK2008] KW113,2772.44,100,2009AJ....137...94C,20.25,20.14,18.84,17.57,21
4033,[NVK2008] KW113,2772.44,100,2010MNRAS.402..803P,20.25,20.14,18.84,17.57,21
6714,[NVK2008] KW114,2290.42,100,2008ApJS..177..174N,21.75,,19.928,19.107,2
6715,[NVK2008] KW115,2068.23,100,2008ApJS..177..174N,20.046,,20.103,19.912,2
6716,[NVK2008] KW116,2089.23,100,2008ApJS..177..174N,19.649,,20.544,20.38,1
6717,[NVK2008] KW119,2866.56,100,2008ApJS..177..174N,19.863,,19.583,19.173,2
6718,[NVK2008] KW120,2700.25,100,2008ApJS..177..174N,21.29,,19.679,18.924,4
6719,[NVK2008] KW121,3054.79,100,2008ApJS..177..174N,20.875,,19.959,19.432,2
6720,[NVK2008] KW123,1739.8,100,2008ApJS..177..174N,20.027,,19.902,19.734,2
552,[NVK2008] KW125,2493.04,100,2008ApJS..177..174N,20.362,,19.25,18.884,17
553,[NVK2008] KW125,2493.04,100,2009AJ....137...94C,20.362,,19.25,18.884,17
554,[NVK2008] KW125,2493.04,100,2010MNRAS.402..803P,20.362,,19.25,18.884,17
6721,[NVK2008] KW126,2532.73,100,2008ApJS..177..174N,21.629,,20.351,19.664,2
6722,[NVK2008] KW127,2643.19,100,2008ApJS..177..174N,21.4,,20.11,19.553,2
6723,[NVK2008] KW130,3009.57,100,2008ApJS..177..174N,20.697,,19.787,19.334,2
6268,[NVK2008] KW131,2501.77,50,2007AJ....134..706K,21.532,,20.196,19.579,5
6269,[NVK2008] KW131,2501.77,75,2010MNRAS.402..803P,21.532,,20.196,19.579,5
6270,[NVK2008] KW131,2501.77,100,2008ApJS..177..174N,21.532,,20.196,19.579,5
4037,[NVK2008] KW133,2790.28,100,2004PASJ...56.1025K,18.11,18.16,17.78,18.162,19
4038,[NVK2008] KW133,2790.28,100,2008ApJS..177..174N,18.11,18.16,17.78,18.162,19
4039,[NVK2008] KW133,2790.28,100,2009AJ....137...94C,18.11,18.16,17.78,18.162,19
4040,[NVK2008] KW133,2790.28,100,2010MNRAS.402..803P,18.11,18.16,17.78,18.162,19
6724,[NVK2008] KW135,2849.55,100,2008ApJS..177..174N,19.686,,19.646,19.363,2
6725,[NVK2008] KW136,2585.43,100,2008ApJS..177..174N,20.19,,19.671,19.359,2
4045,[NVK2008] KW137,2449.64,100,2004PASJ...56.1025K,18.47,18.25,17.53,17,42
4046,[NVK2008] KW137,2449.64,100,2007PASP..119....7K,18.47,18.25,17.53,17,42
4047,[NVK2008] KW137,2449.64,100,2008ApJS..177..174N,18.47,18.25,17.53,17,42
4048,[NVK2008] KW137,2449.64,100,2009AJ....137...94C,18.47,18.25,17.53,17,42
4049,[NVK2008] KW137,2449.64,100,2010MNRAS.402..803P,18.47,18.25,17.53,17,42
6726,[NVK2008] KW138,1880,100,2008ApJS..177..174N,19.741,,20.041,19.947,1
4054,[NVK2008] KW141,2306.36,100,2004PASJ...56.1025K,18.277,17.74,17.985,17.316,17
4055,[NVK2008] KW141,2306.36,100,2007PASP..119....7K,18.277,17.74,17.985,17.316,17
4056,[NVK2008] KW141,2306.36,100,2008ApJS..177..174N,18.277,17.74,17.985,17.316,17
4057,[NVK2008] KW141,2306.36,100,2009AJ....137...94C,18.277,17.74,17.985,17.316,17
4058,[NVK2008] KW141,2306.36,100,2010MNRAS.402..803P,18.277,17.74,17.985,17.316,17
6727,[NVK2008] KW142,2774.72,100,2008ApJS..177..174N,20.249,,19.985,19.651,2
6728,[NVK2008] KW143,2931.87,100,2008ApJS..177..174N,20.993,,20.585,20.349,2
4064,[NVK2008] KW144,1642.42,100,2004PASJ...56.1025K,20.303,19.57,19.05,18.995,26
4065,[NVK2008] KW144,1642.42,100,2008ApJS..177..174N,20.303,19.57,19.05,18.995,26
4066,[NVK2008] KW144,1642.42,100,2009AJ....137...94C,20.303,19.57,19.05,18.995,26
4067,[NVK2008] KW144,1642.42,100,2010MNRAS.402..803P,20.303,19.57,19.05,18.995,26
6729,[NVK2008] KW146,1913.43,100,2008ApJS..177..174N,21.488,,20.292,19.74,2
4068,[NVK2008] KW147,2754.19,100,2004PASJ...56.1025K,20.036,19.4,19.04,18.303,15
4069,[NVK2008] KW147,2754.19,100,2007PASP..119....7K,20.036,19.4,19.04,18.303,15
4070,[NVK2008] KW147,2754.19,100,2008ApJS..177..174N,20.036,19.4,19.04,18.303,15
4071,[NVK2008] KW147,2754.19,100,2009AJ....137...94C,20.036,19.4,19.04,18.303,15
4072,[NVK2008] KW147,2754.19,100,2010MNRAS.402..803P,20.036,19.4,19.04,18.303,15
6730,[NVK2008] KW150,2024.83,100,2008ApJS..177..174N,22.402,,20.577,19.825,2
6731,[NVK2008] KW155,2274.78,100,2008ApJS..177..174N,21.055,,20.106,19.641,2
6732,[NVK2008] KW156,2633.92,100,2008ApJS..177..174N,21.149,,20.55,20.115,2
5003,[NVK2008] KW157,2737.28,100,2007PASP..119....7K,19.83,,20.103,19.883,7
5004,[NVK2008] KW157,2737.28,100,2008ApJS..177..174N,19.83,,20.103,19.883,7
5005,[NVK2008] KW157,2737.28,100,2009AJ....137...94C,19.83,,20.103,19.883,7
5006,[NVK2008] KW157,2737.28,100,2010MNRAS.402..803P,19.83,,20.103,19.883,7
6733,[NVK2008] KW158,2367,100,2008ApJS..177..174N,21.07,,20.06,19.528,2
2325,[NVK2008] KW160,2783.95,100,2007PASP..119....7K,19.692,,19.62,19.216,8
2326,[NVK2008] KW160,2783.95,100,2008ApJS..177..174N,19.692,,19.62,19.216,8
2327,[NVK2008] KW160,2783.95,100,2009AJ....137...94C,19.692,,19.62,19.216,8
2328,[NVK2008] KW160,2783.95,100,2010MNRAS.402..803P,19.692,,19.62,19.216,8
6734,[NVK2008] KW165,2860.8,100,2008ApJS..177..174N,19.821,,19.803,19.488,2
6735,[NVK2008] KW167,2004.27,100,2008ApJS..177..174N,20.394,,19.969,19.649,1
6736,[NVK2008] KW168,1813.05,100,2008ApJS..177..174N,21.865,,20.425,19.697,2
6737,[NVK2008] KW169,2658.31,100,2008ApJS..177..174N,19.248,,19.084,18.694,2
5024,[NVK2008] KW170,2774.11,100,2007PASP..119....7K,19.756,,19.26,19.246,8
5025,[NVK2008] KW170,2774.11,100,2008ApJS..177..174N,19.756,,19.26,19.246,8
5026,[NVK2008] KW170,2774.11,100,2009AJ....137...94C,19.756,,19.26,19.246,8
5027,[NVK2008] KW170,2774.11,100,2010MNRAS.402..803P,19.756,,19.26,19.246,8
6738,[NVK2008] KW172,2314.15,100,2008ApJS..177..174N,22.635,,20.188,19.266,2
6739,[NVK2008] KW174,2798.84,100,2008ApJS..177..174N,20.685,,20.288,20,2
6740,[NVK2008] KW175,2657.1,100,2008ApJS..177..174N,19.026,,19.908,19.786,1
6741,[NVK2008] KW176,2763.88,100,2008ApJS..177..174N,20.848,,19.989,19.391,2
6742,[NVK2008] KW177,1923.17,100,2008ApJS..177..174N,20.627,,20.408,20.096,2
6276,[NVK2008] KW178,2030.03,50,2007AJ....134..706K,21.535,,19.365,18.571,5
6277,[NVK2008] KW178,2030.03,75,2010MNRAS.402..803P,21.535,,19.365,18.571,5
6278,[NVK2008] KW178,2030.03,100,2008ApJS..177..174N,21.535,,19.365,18.571,5
5040,[NVK2008] KW179,2737.94,100,2007PASP..119....7K,19.619,,19.72,19.402,7
5041,[NVK2008] KW179,2737.94,100,2008ApJS..177..174N,19.619,,19.72,19.402,7
5042,[NVK2008] KW179,2737.94,100,2009AJ....137...94C,19.619,,19.72,19.402,7
5043,[NVK2008] KW179,2737.94,100,2010MNRAS.402..803P,19.619,,19.72,19.402,7
6743,[NVK2008] KW180,2785.42,100,2008ApJS..177..174N,19.472,,19.404,19.147,2
6744,[NVK2008] KW181,2359.13,100,2008ApJS..177..174N,21.321,,20.364,19.904,2
6745,[NVK2008] KW183,1638.85,100,2008ApJS..177..174N,22.107,,20.384,19.731,2
6746,[NVK2008] KW184,1670.76,100,2008ApJS..177..174N,21.541,,20.307,19.754,2
6747,[NVK2008] KW185,2861.89,100,2008ApJS..177..174N,20.745,,20.004,19.522,2
6748,[NVK2008] KW186,2453.43,100,2008ApJS..177..174N,21.021,,20.215,19.849,2
6749,[NVK2008] KW187,2728.5,100,2008ApJS..177..174N,18.976,,19.243,18.938,2
6750,[NVK2008] KW188,2155.46,100,2008ApJS..177..174N,21.043,,20.259,19.832,2
6751,[NVK2008] KW189,1852.63,100,2008ApJS..177..174N,20.014,,19.936,19.735,2
6752,[NVK2008] KW190,2710.82,100,2008ApJS..177..174N,18.599,,18.745,18.456,2
6753,[NVK2008] KW191,1732.98,100,2008ApJS..177..174N,20.611,,19.984,19.579,2
6754,[NVK2008] KW192,2600.64,100,2008ApJS..177..174N,20.607,,20.309,19.968,2
6755,[NVK2008] KW193,2639.18,100,2008ApJS..177..174N,20.481,,20.227,20.049,2
4075,[NVK2008] KW194,2731.79,100,2004PASJ...56.1025K,19.236,19.13,19.04,18.86,16
4076,[NVK2008] KW194,2731.79,100,2008ApJS..177..174N,19.236,19.13,19.04,18.86,16
4077,[NVK2008] KW194,2731.79,100,2009AJ....137...94C,19.236,19.13,19.04,18.86,16
4078,[NVK2008] KW194,2731.79,100,2010MNRAS.402..803P,19.236,19.13,19.04,18.86,16
6756,[NVK2008] KW195,1704.79,100,2008ApJS..177..174N,21.122,,20.343,20.008,2
6757,[NVK2008] KW197,1971.69,100,2008ApJS..177..174N,20.891,,20.385,19.987,2
4084,[NVK2008] KW200,1514.83,100,2004PASJ...56.1025K,19.986,19.28,18.23,18.551,16
4085,[NVK2008] KW200,1514.83,100,2008ApJS..177..174N,19.986,19.28,18.23,18.551,16
4086,[NVK2008] KW200,1514.83,100,2009AJ....137...94C,19.986,19.28,18.23,18.551,16
4087,[NVK2008] KW200,1514.83,100,2010MNRAS.402..803P,19.986,19.28,18.23,18.551,16
6758,[NVK2008] KW201,2856.09,100,2008ApJS..177..174N,20.924,,20.573,20.367,2
6759,[NVK2008] KW202,2311.49,100,2008ApJS..177..174N,20.472,,20.48,20.338,1
6760,[NVK2008] KW203,1970.91,100,2008ApJS..177..174N,18.936,,19.058,18.714,2
6761,[NVK2008] KW204,2664.3,100,2008ApJS..177..174N,20.615,,20.321,20.059,2
6762,[NVK2008] KW205,2176.32,100,2008ApJS..177..174N,21.589,,20.569,20.107,2
6763,[NVK2008] KW206,1514.9,100,2008ApJS..177..174N,21.45,,20.412,19.902,2
6764,[NVK2008] KW207,2380.91,100,2008ApJS..177..174N,21.205,,20.195,19.653,2
4092,[NVK2008] KW210,2729.57,100,2004PASJ...56.1025K,17.78,17.74,17.39,18.099,21
4093,[NVK2008] KW210,2729.57,100,2008ApJS..177..174N,17.78,17.74,17.39,18.099,21
4094,[NVK2008] KW210,2729.57,100,2009AJ....137...94C,17.78,17.74,17.39,18.099,21
4095,[NVK2008] KW210,2729.57,100,2010MNRAS.402..803P,17.78,17.74,17.39,18.099,21
6765,[NVK2008] KW212,1906.1,100,2008ApJS..177..174N,19.56,,19.906,19.873,2
6766,[NVK2008] KW213,1750.11,100,2008ApJS..177..174N,20.752,,20.281,19.993,2
6767,[NVK2008] KW215,2436.58,100,2008ApJS..177..174N,18.998,,19.069,18.888,2
6768,[NVK2008] KW216,1934.2,100,2008ApJS..177..174N,20.966,,20.562,20.368,2
6769,[NVK2008] KW217,2176.36,100,2008ApJS..177..174N,20.947,,20.248,19.849,2
6770,[NVK2008] KW220,2429.47,100,2008ApJS..177..174N,19.323,,19.156,18.673,1
6771,[NVK2008] KW226,2133.02,100,2008ApJS..177..174N,20.887,,20.156,19.72,2
6772,[NVK2008] KW227,2242.21,100,2008ApJS..177..174N,20.682,,19.922,19.526,2
6773,[NVK2008] KW228,2302.13,100,2008ApJS..177..174N,19.938,,19.515,19.167,2
6774,[NVK2008] KW230,2121.8,100,2008ApJS..177..174N,21.207,,20.572,20.255,2
4108,[NVK2008] KW232,2529.55,100,2004PASJ...56.1025K,17.82,18.15,18,17.75,42
4109,[NVK2008] KW232,2529.55,100,2007PASP..119....7K,17.82,18.15,18,17.75,42
4110,[NVK2008] KW232,2529.55,100,2008ApJS..177..174N,17.82,18.15,18,17.75,42
4111,[NVK2008] KW232,2529.55,100,2009AJ....137...94C,17.82,18.15,18,17.75,42
4112,[NVK2008] KW232,2529.55,100,2010MNRAS.402..803P,17.82,18.15,18,17.75,42
6775,[NVK2008] KW234,1664.11,100,2008ApJS..177..174N,21.788,,20.617,20.135,2
5798,[NVK2008] KW235,2857.68,75,2007AJ....134..706K,22.443,,20.292,19.422,5
5799,[NVK2008] KW235,2857.68,75,2010MNRAS.402..803P,22.443,,20.292,19.422,5
5800,[NVK2008] KW235,2857.68,100,2008ApJS..177..174N,22.443,,20.292,19.422,5
6776,[NVK2008] KW236,2698.9,100,2008ApJS..177..174N,21.092,,20.491,20.169,2
5801,[NVK2008] KW239,1948.65,75,2007AJ....134..706K,20.869,,20.471,19.803,4
5802,[NVK2008] KW239,1948.65,100,2008ApJS..177..174N,20.869,,20.471,19.803,4
6777,[NVK2008] KW241,1954.48,100,2008ApJS..177..174N,20.818,,20.284,20.029,1
6778,[NVK2008] KW242,1885.93,100,2008ApJS..177..174N,20.81,,20.154,19.583,2
6779,[NVK2008] KW243,2302.83,100,2008ApJS..177..174N,20.692,,20.014,19.684,2
561,[NVK2008] KW245,2035.35,100,2008ApJS..177..174N,20.285,,19.07,19.454,22
562,[NVK2008] KW245,2035.35,100,2009AJ....137...94C,20.285,,19.07,19.454,22
563,[NVK2008] KW245,2035.35,100,2010MNRAS.402..803P,20.285,,19.07,19.454,22
6780,[NVK2008] KW246,1782.73,100,2008ApJS..177..174N,21.868,,20.499,19.791,4
6781,[NVK2008] KW247,2413.08,100,2008ApJS..177..174N,20.173,,20.178,19.891,2
6782,[NVK2008] KW248,1854.69,100,2008ApJS..177..174N,20.849,,20.448,20.358,2
6783,[NVK2008] KW249,1368,100,2008ApJS..177..174N,20.862,,19.136,18.356,6
6287,[NVK2008] KW250,2369.89,50,2007AJ....134..706K,21.229,,20.254,19.776,4
6288,[NVK2008] KW250,2369.89,100,2008ApJS..177..174N,21.229,,20.254,19.776,4
6787,[NVK2008] KW252,2303.89,100,2008ApJS..177..174N,21.268,,20.522,19.967,2
6788,[NVK2008] KW253,2044.72,100,2008ApJS..177..174N,20.869,,20.512,20.372,2
6789,[NVK2008] KW254,1815.59,100,2008ApJS..177..174N,21.326,,20.298,19.822,2
6790,[NVK2008] KW255,1902.65,100,2008ApJS..177..174N,21.257,,20.508,20.139,2
6791,[NVK2008] KW256,2347.01,100,2008ApJS..177..174N,20.535,,20.3,20.014,2
6792,[NVK2008] KW257,2047.27,100,2008ApJS..177..174N,21.526,,20.572,20.068,2
6793,[NVK2008] KW258,1482.58,100,2008ApJS..177..174N,22.253,,20.481,19.564,5
6794,[NVK2008] KW259,2325.89,100,2008ApJS..177..174N,20.731,,20.295,20.115,2
6795,[NVK2008] KW260,2472.63,100,2008ApJS..177..174N,19.944,,19.726,19.547,2
6796,[NVK2008] KW261,1798.82,100,2008ApJS..177..174N,21.935,,20.533,19.777,2
6797,[NVK2008] KW262,2405.16,100,2008ApJS..177..174N,20.841,,20.241,20.003,2
6798,[NVK2008] KW264,1636.38,100,2008ApJS..177..174N,20.548,,19.964,19.611,2
6799,[NVK2008] KW265,1624.93,100,2008ApJS..177..174N,20.644,,20.131,19.6,2
6800,[NVK2008] KW267,1454.08,100,2008ApJS..177..174N,22.028,,19.739,18.908,2
6801,[NVK2008] KW268,1323.16,100,2008ApJS..177..174N,21.282,,20.399,19.882,2
6802,[NVK2008] KW269,2586.29,100,2008ApJS..177..174N,21.445,,20.532,19.901,2
6803,[NVK2008] KW270,1339.79,100,2008ApJS..177..174N,20.307,,19.779,19.545,2
6804,[NVK2008] KW272,1700.79,100,2008ApJS..177..174N,21.883,,20.266,19.469,4
6805,[NVK2008] KW274,1385.34,100,2008ApJS..177..174N,22.302,,20.517,19.866,2
6806,[NVK2008] KW275,2249.96,100,2008ApJS..177..174N,20.822,20.56,20.142,19.849,3
6807,[NVK2008] KW275,2249.96,100,2009AJ....138..770H,20.822,20.56,20.142,19.849,3
6808,[NVK2008] KW276,1561.05,100,2008ApJS..177..174N,20.699,,20.44,20.223,2
6809,[NVK2008] KW277,1813.52,100,2008ApJS..177..174N,21.581,,20.359,19.76,2
6810,[NVK2008] KW278,1863.56,100,2008ApJS..177..174N,20.534,,19.757,19.364,2
6811,[NVK2008] KW283,1844.15,100,2008ApJS..177..174N,22.154,,20.229,19.483,2
4128,[NVK2008] KW284,2239.39,100,2004PASJ...56.1025K,17.42,17.69,17.3,16.92,42
4129,[NVK2008] KW284,2239.39,100,2008ApJS..177..174N,17.42,17.69,17.3,16.92,42
4130,[NVK2008] KW284,2239.39,100,2009AJ....137...94C,17.42,17.69,17.3,16.92,42
4131,[NVK2008] KW284,2239.39,100,2010MNRAS.402..803P,17.42,17.69,17.3,16.92,42
214,[O2006] SNR 4,705.71,100,2008A&A...480..599S,,,,,13
2559,[O2006] SNR 5,510.97,100,2008A&A...480..599S,,,,,33
2405,[O2006] SNR 6,482.21,100,2008A&A...480..599S,,,,,11
215,[O2006] SNR 7,893.41,75,2014ApJ...786..130L,,,20.35,,32
216,[O2006] SNR 7,893.41,100,2008A&A...480..599S,,,20.35,,32
217,[O2006] SNR 7,893.41,100,2009A&A...495..733S,,,20.35,,32
1717,[O2006] SSS 2,706.87,60,2008A&A...480..599S,,13.72,13.36,13.03,9
2422,[O2006] SSS 8,71.47,100,2008A&A...480..599S,,,21.8,,11
2368,[O2006] SSS 9,172.26,60,2008A&A...480..599S,,,,,14
3688,[PAV78] 145,2686.82,100,2012MNRAS.427.1463Z,,,,,2
3711,[PAV78] 158,2585.63,100,2004PASJ...56.1025K,,21.3,21.39,20.46,2
3689,[PAV78] 171,2501.81,100,2012MNRAS.427.1463Z,,,,,2
3690,[PAV78] 173,2496.07,100,2012MNRAS.427.1463Z,,,,,3
3691,[PAV78] 179,2449.87,100,2012MNRAS.427.1463Z,,,,,3
3692,[PAV78] 182,2429.81,100,2012MNRAS.427.1463Z,,,,,3
3693,[PAV78] 213,2125.18,100,2004PASJ...56.1025K,,19.25,19.48,19.01,2
3694,[PAV78] 240,1843.17,100,2004PASJ...56.1025K,,21.23,21.62,20.49,2
3695,[PAV78] 308,1143.8,100,2012MNRAS.427.1463Z,,,,,2
3696,[PAV78] 317,1001.84,100,2012MNRAS.427.1463Z,,,,,3
1453,[PAV78] 476,826.13,75,2014ApJ...786..130L,,,,,4
2801,[PAV78] 694,1886.94,75,2014ApJ...786..130L,,,,,6
3698,[PAV78] 796,2627.14,100,2014ApJ...795..170J,,,,,3
3699,[PAV78] 851,2841.19,75,2014ApJ...786..130L,,,,,4
3236,[PAV78] 855,2884.02,75,2014ApJ...786..130L,,,,,5
6917,[PFF2005] WeCAPP-N1998-01,82.48,100,2011ApJ...734...12S,,,,,3
6918,[PFF2005] WeCAPP-N1999-02,86.51,100,2011ApJ...734...12S,,,,,3
5214,[PFF2005] WeCAPP-N2001-16,36.75,100,2011ApJ...734...12S,,,,,4
4211,[PFF2005] WeCAPP-N2004-05,96.55,100,2011ApJ...734...12S,,,,,3
4212,[PFF2005] WeCAPP-N2004-12,141.34,100,2011ApJ...734...12S,,,,,3
4214,[PFF2005] WeCAPP-N2005-01,181.98,100,2011ApJ...734...12S,,,,15,4
4215,[PFF2005] WeCAPP-N2005-06,281.86,100,2011ApJ...734...12S,,,,,4
6814,[PFF2005] WeCAPP-N2005-08,248.4,100,2011ApJ...734...12S,,,,,4
4182,[PFH2005] 193,1676.05,0,2009ApJ...703..441D,,15.21,14.53,14.14,5
4183,[PFH2005] 272,656.01,60,2008A&A...480..599S,,,,,2
4184,[PFH2005] 304,364.53,60,2008A&A...480..599S,,14.4,,,4
2363,[PFH2005] 313,230.63,60,2008A&A...480..599S,,,,,8
4185,[PFH2005] 374,478.74,0,2009ApJ...703..441D,,15.9,15.49,15.13,4
4186,[PFH2005] 374,478.74,60,2008A&A...480..599S,,15.9,15.49,15.13,4
4187,[PFH2005] 401,304.67,60,2008A&A...480..599S,,,,,8
4188,[PFH2005] 404,585.69,60,2008A&A...480..599S,,,,,3
4190,[PFH2005] 434,451.36,60,2008A&A...480..599S,,,,,2
4602,[PFH2005] 875,405.71,60,2008A&A...480..599S,,,,,6
5392,[R2007] 1,1288.48,100,2007ApJ...654..240R,,,,,1
5393,[R2007] 2,1308.54,100,2007ApJ...654..240R,,,,,1
5394,[R2007] 3,819.53,100,2007ApJ...654..240R,,,,,1
5395,[R2007] 4,863.23,100,2007ApJ...654..240R,,,,,1
5396,[R2007] 5,822.5,100,2007ApJ...654..240R,,,,,1
5397,[R2007] 6,852.16,100,2007ApJ...654..240R,,,,,1
5398,[R2007] 7,2487.47,100,2007ApJ...654..240R,,,,,1
5399,[R2007] 8,831.85,100,2007ApJ...654..240R,,,,,1
5400,[R2007] 9,1567.76,100,2007ApJ...654..240R,,,,,1
5401,[R2007] 10,824.17,100,2007ApJ...654..240R,,,,,1
5402,[R2007] 11,862.44,100,2007ApJ...654..240R,,,,,1
5403,[R2007] 12,808.42,100,2007ApJ...654..240R,,,,,1
5404,[R2007] 13,859.38,100,2007ApJ...654..240R,,,,,1
5405,[R2007] 14,859.43,100,2007ApJ...654..240R,,,,,1
5406,[R2007] 15,813.43,100,2007ApJ...654..240R,,,,,1
5407,[R2007] 16,1023.28,100,2007ApJ...654..240R,,,,,1
5408,[R2007] 17,830.35,100,2007ApJ...654..240R,,,,,1
5409,[R2007] 18,821.94,100,2007ApJ...654..240R,,,,,1
5410,[R2007] 19,908.36,100,2007ApJ...654..240R,,,,,1
5411,[R2007] 20,861.03,100,2007ApJ...654..240R,,,,,1
5412,[R2007] 21,924.79,100,2007ApJ...654..240R,,,,,1
5413,[R2007] 22,1343.03,100,2007ApJ...654..240R,,,,,1
5414,[R2007] 23,861.99,100,2007ApJ...654..240R,,,,,1
5415,[R2007] 24,1326.93,100,2007ApJ...654..240R,,,,,1
5416,[R2007] 25,1550.07,100,2007ApJ...654..240R,,,,,1
5417,[R2007] 26,1043.98,100,2007ApJ...654..240R,,,,,1
5418,[R2007] 27,810.78,100,2007ApJ...654..240R,,,,,1
5419,[R2007] 28,807.52,100,2007ApJ...654..240R,,,,,1
5420,[R2007] 29,953.37,100,2007ApJ...654..240R,,,,,1
5421,[R2007] 30,861.91,100,2007ApJ...654..240R,,,,,1
5422,[R2007] 31,795.39,100,2007ApJ...654..240R,,,,,1
5423,[R2007] 32,812.68,100,2007ApJ...654..240R,,,,,1
5424,[R2007] 33,959.31,100,2007ApJ...654..240R,,,,,1
5425,[R2007] 34,951.28,100,2007ApJ...654..240R,,,,,1
5426,[R2007] 35,853.95,100,2007ApJ...654..240R,,,,,1
5427,[R2007] 36,947.81,100,2007ApJ...654..240R,,,,,1
5428,[R2007] 37,832.27,100,2007ApJ...654..240R,,,,,1
5429,[R2007] 38,864.57,100,2007ApJ...654..240R,,,,,1
5430,[R2007] 39,848.14,100,2007ApJ...654..240R,,,,,1
5431,[R2007] 40,2494.25,100,2007ApJ...654..240R,,,,,1
5432,[R2007] 41,1277.14,100,2007ApJ...654..240R,,,,,1
5433,[R2007] 42,995.1,100,2007ApJ...654..240R,,,,,1
5434,[R2007] 43,970.46,100,2007ApJ...654..240R,,,,,1
5435,[R2007] 44,908.36,100,2007ApJ...654..240R,,,,,1
5436,[R2007] 45,830.62,100,2007ApJ...654..240R,,,,,1
5437,[R2007] 46,1066.17,100,2007ApJ...654..240R,,,,,1
5438,[R2007] 47,1483.98,100,2007ApJ...654..240R,,,,,1
5439,[R2007] 48,830.33,100,2007ApJ...654..240R,,,,,1
5440,[R2007] 49,870.8,100,2007ApJ...654..240R,,,,,1
5441,[R2007] 50,839.79,100,2007ApJ...654..240R,,,,,1
5442,[R2007] 51,870.96,100,2007ApJ...654..240R,,,,,1
5443,[R2007] 52,858.8,100,2007ApJ...654..240R,,,,,1
5444,[R2007] 53,891.37,100,2007ApJ...654..240R,,,,,1
5445,[R2007] 54,784.78,100,2007ApJ...654..240R,,,,,1
5446,[R2007] 55,1070.84,100,2007ApJ...654..240R,,,,,1
5447,[R2007] 56,1049.99,100,2007ApJ...654..240R,,,,,1
5448,[R2007] 57,945.77,100,2007ApJ...654..240R,,,,,1
5449,[R2007] 58,833.56,100,2007ApJ...654..240R,,,,,1
5450,[R2007] 59,827.44,100,2007ApJ...654..240R,,,,,1
5451,[R2007] 60,916.2,100,2007ApJ...654..240R,,,,,1
5452,[R2007] 61,841.15,100,2007ApJ...654..240R,,,,,1
5453,[R2007] 62,976.28,100,2007ApJ...654..240R,,,,,1
5454,[R2007] 63,799.19,100,2007ApJ...654..240R,,,,,1
5455,[R2007] 64,850.1,100,2007ApJ...654..240R,,,,,1
5456,[R2007] 65,957.98,100,2007ApJ...654..240R,,,,,1
5457,[R2007] 66,1535.37,100,2007ApJ...654..240R,,,,,1
5458,[R2007] 67,960.13,100,2007ApJ...654..240R,,,,,1
1398,[RB73] A-1,1665.68,75,2003AJ....126..175B,16.696,17.354,17.143,16.79,21
1399,[RB73] A-1,1665.68,100,2006AJ....131.2478M,16.696,17.354,17.143,16.79,21
1400,[RB73] A-1,1665.68,100,2014ApJ...790...48H,16.696,17.354,17.143,16.79,21
1723,[RMH2016] 010.742630+41.188950,327.18,100,2016ApJ...826...56R,,,,,4
1732,[RMH2016] 010.777370+41.241890,268.61,100,2016ApJ...826...56R,,,,,4
4290,[RMH2016] 010.784810+41.487350,832.07,100,2016ApJ...826...56R,,,,,4
1726,[RMH2016] 010.859230+41.200510,532.35,100,2016ApJ...826...56R,,,,20.26,7
1725,[RMH2016] 010.866820+41.232090,510.14,100,2016ApJ...826...56R,,,,20.71,5
1724,[RMH2016] 010.873430+41.236880,523.33,100,2016ApJ...826...56R,,,,20.71,7
1727,[RMH2016] 010.905770+41.238090,608.21,100,2016ApJ...826...56R,,,,,6
6901,[RMH2016] 010.911450+41.265110,613.53,100,2016ApJ...826...56R,,,,20.14,5
1731,[RMH2016] 010.928870+41.171530,747.97,100,2016ApJ...826...56R,,,,20.86,6
1735,[RMH2016] 010.952350+41.153890,834.36,100,2012ApJ...745..156R,,,,,6
1736,[RMH2016] 010.952350+41.153890,834.36,100,2016ApJ...826...56R,,,,,6
4337,[RMH2016] 010.953560+41.624070,1470.47,90,2003AJ....126..175B,,,20.16,,6
4338,[RMH2016] 010.953560+41.624070,1470.47,100,2012ApJ...745..156R,,,20.16,,6
4339,[RMH2016] 010.953560+41.624070,1470.47,100,2015MNRAS.451..724W,,,20.16,,6
